record_id,timestamp,intersection_id,intersection_name,latitude,longitude,vehicle_count,average_speed,signal_cycle_time,green_time,yellow_time,red_time,weather_condition,day_of_week,is_holiday,event,pollution_level,car_count,bus_count,truck_count,motorcycle_count,is_weekend,hour_of_day
3646,2023-01-03 12:40:00,6,Allahabad Junction,25.4358,81.8307,84.0,37.36,120,63,4,53,Clear,Tuesday,0,0,1.79,53,7,13,11,0,12
9446,2023-01-07 13:20:00,6,Allahabad Junction,25.4358,81.8307,105.0,31.91,120,58,4,58,Clear,Saturday,0,0,1.79,74,9,5,17,1,13
1897,2023-01-02 07:30:00,7,Phaphamau,25.4945,81.8686,241.0,22.69,120,78,4,38,Heatwave,Monday,0,0,5.29,135,29,28,49,0,7
528,2023-01-01 08:40:00,8,Jhunsi,25.4326,81.9061,116.0,33.52,120,63,4,64,Clear,Sunday,1,0,2.54,69,14,13,20,1,8
3963,2023-01-03 18:00:00,3,Chowk,25.4314,81.8437,207.0,26.87,120,85,5,30,Clear,Tuesday,0,0,3.72,129,16,18,44,0,18
563,2023-01-01 09:20:00,3,Chowk,25.4314,81.8437,121.0,33.17,120,58,5,57,Clear,Sunday,1,0,2.5,77,15,9,20,1,9
6212,2023-01-05 07:30:00,2,Katra,25.455,81.8463,138.0,27.76,120,62,4,54,Light Rain,Thursday,0,0,2.67,78,10,18,32,0,7
4459,2023-01-04 02:10:00,9,MNNIT Gate,25.492,81.8639,95.0,33.39,120,55,5,60,Light Rain,Wednesday,0,0,2.04,55,12,9,19,0,2
2063,2023-01-02 10:20:00,3,Chowk,25.4314,81.8437,196.0,26.11,120,72,7,41,Clear,Monday,0,0,3.87,120,21,16,39,0,10
4679,2023-01-04 05:50:00,9,MNNIT Gate,25.492,81.8639,127.0,30.64,120,58,5,57,Clear,Wednesday,0,0,2.89,70,16,16,25,0,5
5237,2023-01-04 15:10:00,7,Phaphamau,25.4945,81.8686,80.0,34.75,120,60,4,51,Cold Wave,Wednesday,0,0,1.68,48,8,10,14,0,15
6096,2023-01-05 05:30:00,6,Allahabad Junction,25.4358,81.8307,57.0,40.02,120,65,4,51,Clear,Thursday,0,0,0.86,33,2,5,17,0,5
1133,2023-01-01 18:50:00,3,Chowk,25.4314,81.8437,30.0,31.56,120,66,4,50,Heavy Rain,Sunday,1,0,0.46,17,1,3,9,1,18
5869,2023-01-05 01:40:00,9,MNNIT Gate,25.492,81.8639,31.0,44.47,120,49,4,67,Light Rain,Thursday,0,0,0.42,22,2,0,7,0,1
5239,2023-01-04 15:10:00,9,MNNIT Gate,25.492,81.8639,130.0,30.67,120,63,4,53,Cold Wave,Wednesday,0,0,2.77,75,15,14,26,0,15
9982,2023-01-07 22:20:00,2,Katra,25.455,81.8463,66.0,38.99,120,58,4,58,Clear,Saturday,0,0,1.18,39,5,6,16,1,22
8971,2023-01-07 05:30:00,1,Civil Lines,25.4486,81.8333,61.0,38.56,120,64,6,50,Clear,Saturday,0,0,1.19,36,7,4,14,1,5
9129,2023-01-07 08:00:00,9,MNNIT Gate,25.492,81.8639,126.0,32.27,120,60,5,55,Clear,Saturday,0,0,2.49,82,10,14,19,1,8
4158,2023-01-03 21:10:00,8,Jhunsi,25.4326,81.9061,141.0,16.12,120,65,5,50,Clear,Tuesday,0,4,2.69,82,13,13,33,0,21
7491,2023-01-06 04:50:00,1,Civil Lines,25.4486,81.8333,79.0,36.62,120,67,5,48,Clear,Friday,0,0,1.41,46,6,7,20,0,4
6705,2023-01-05 15:40:00,5,Naini Bridge,25.4088,81.8592,52.0,41.11,120,65,7,48,Cold Wave,Thursday,0,0,0.81,36,3,3,10,0,15
6282,2023-01-05 08:40:00,2,Katra,25.455,81.8463,99.0,35.37,120,66,6,48,Clear,Thursday,0,0,1.86,53,7,12,27,0,8
3666,2023-01-03 13:00:00,6,Allahabad Junction,25.4358,81.8307,127.0,32.7,120,59,4,57,Clear,Tuesday,0,0,2.34,87,11,10,19,0,13
6947,2023-01-05 19:40:00,7,Phaphamau,25.4945,81.8686,152.0,29.98,120,79,4,51,Clear,Thursday,0,0,2.94,79,15,14,44,0,19
9421,2023-01-07 13:00:00,1,Civil Lines,25.4486,81.8333,68.0,40.59,120,62,7,51,Clear,Saturday,0,0,1.23,40,6,5,17,1,13
2159,2023-01-02 11:50:00,9,MNNIT Gate,25.492,81.8639,70.0,37.95,120,54,5,61,Cold Wave,Monday,0,0,1.34,45,6,7,12,0,11
5045,2023-01-04 12:00:00,5,Naini Bridge,25.4088,81.8592,84.0,37.09,120,68,4,48,Clear,Wednesday,0,0,1.82,43,11,8,22,0,12
6291,2023-01-05 08:50:00,1,Civil Lines,25.4486,81.8333,66.0,36.92,120,61,4,55,Cold Wave,Thursday,0,0,1.16,39,4,7,16,0,8
281,2023-01-01 04:40:00,1,Civil Lines,25.4486,81.8333,43.0,31.39,120,61,4,55,Heavy Rain,Sunday,1,1,2.2599493927125507,24,5,5,9,1,4
6028,2023-01-05 04:20:00,8,Jhunsi,25.4326,81.9061,73.0,35.04,120,53,4,63,Heatwave,Thursday,0,0,1.39,47,7,6,13,0,4
946,2023-01-01 15:40:00,6,Allahabad Junction,25.4358,81.8307,24.0,35.41,120,51,5,64,Heavy Rain,Sunday,1,0,0.52,16,2,4,2,1,15
1860,2023-01-02 06:50:00,10,Minto Park,25.4352,81.882,82.0,35.81,120,62,5,53,Clear,Monday,0,0,1.35,57,5,6,14,0,6
9383,2023-01-07 12:20:00,3,Chowk,25.4314,81.8437,50.0,30.64,120,64,5,51,Heavy Rain,Saturday,0,0,1.0,29,5,5,11,1,12
9003,2023-01-07 06:00:00,3,Chowk,25.4314,81.8437,77.0,36.3,120,56,5,59,Clear,Saturday,0,0,1.3,51,5,6,15,1,6
9888,2023-01-07 20:40:00,8,Jhunsi,25.4326,81.9061,245.0,24.65,120,86,3,31,Clear,Saturday,0,0,4.89,153,27,20,45,1,20
6563,2023-01-05 13:20:00,3,Chowk,25.4314,81.8437,85.0,38.12,120,57,5,58,Clear,Thursday,0,0,1.86,45,7,15,18,0,13
6240,2023-01-05 07:50:00,10,Minto Park,25.4352,81.882,161.0,31.87,120,73,4,43,Clear,Thursday,0,0,2.86,114,12,13,22,0,7
9359,2023-01-07 11:50:00,9,MNNIT Gate,25.492,81.8639,73.0,33.60973357553739,120,52,4,64,Clear,Saturday,0,0,1.57,45,9,7,12,1,11
3232,2023-01-03 05:50:00,2,Katra,25.455,81.8463,77.0,39.41,120,58,4,58,Clear,Tuesday,0,0,1.68,46,9,9,13,0,5
8706,2023-01-07 01:00:00,6,Allahabad Junction,25.4358,81.8307,100.0,33.01,120,52,2,66,Clear,Saturday,0,0,2.19,55,13,10,22,1,1
3413,2023-01-03 08:50:00,3,Chowk,25.4314,81.8437,120.0,28.38,120,62,6,52,Fog,Tuesday,0,0,2.39,71,15,7,27,0,8
9845,2023-01-07 20:00:00,5,Naini Bridge,25.4088,81.8592,179.0,25.59,120,87,4,29,Clear,Saturday,0,0,3.24,111,12,19,37,1,20
9816,2023-01-07 19:30:00,6,Allahabad Junction,25.4358,81.8307,264.0,25.22,120,80,4,36,Clear,Saturday,0,0,5.53,144,24,37,59,1,19
7643,2023-01-06 07:20:00,3,Chowk,25.4314,81.8437,266.0,22.01,120,87,5,28,Clear,Friday,0,3,5.67,163,27,34,42,0,7
193,2023-01-01 03:10:00,3,Chowk,25.4314,81.8437,31.0,34.71,120,63,3,54,Heavy Rain,Sunday,1,0,0.5,21,2,2,6,1,3
9564,2023-01-07 15:20:00,4,Tagore Town,25.4675,81.8867,52.0,46.92,120,66,6,48,Clear,Saturday,0,0,1.18,26,5,9,12,1,15
4248,2023-01-03 22:40:00,8,Jhunsi,25.4326,81.9061,99.0,34.21,120,63,5,52,Clear,Tuesday,0,0,1.85,63,9,8,19,0,22
9089,2023-01-07 07:20:00,9,MNNIT Gate,25.492,81.8639,222.0,25.87,120,75,6,39,Clear,Saturday,0,0,4.32,140,21,21,40,1,7
135,2023-01-01 02:10:00,5,Naini Bridge,25.4088,81.8592,68.0,44.28,120,57,5,58,Clear,Sunday,1,0,1.42,43,10,3,12,1,2
7351,2023-01-06 02:30:00,1,Civil Lines,25.4486,81.8333,81.0,41.04,120,62,4,54,Clear,Friday,0,0,1.9,46,13,7,15,0,2
29,2023-01-01 00:20:00,9,MNNIT Gate,25.492,81.8639,44.0,45.19,120,59,4,57,Clear,Sunday,1,0,1.06,23,5,8,8,1,0
9808,2023-01-07 19:20:00,8,Jhunsi,25.4326,81.9061,108.0,15.49,120,63,6,51,Clear,Saturday,0,2,1.88,72,5,13,18,1,19
9513,2023-01-07 14:30:00,3,Chowk,25.4314,81.8437,114.0,37.23,120,54,6,60,Clear,Saturday,0,0,1.94,77,5,13,19,1,14
8635,2023-01-06 23:50:00,5,Naini Bridge,25.4088,81.8592,79.0,35.91,120,49,5,66,Clear,Friday,0,0,1.49,49,7,7,16,0,23
2888,2023-01-03 00:00:00,8,Jhunsi,25.4326,81.9061,45.0,38.48,120,60,6,54,Light Rain,Tuesday,0,0,1.03,26,3,10,6,0,0
9587,2023-01-07 15:40:00,7,Phaphamau,25.4945,81.8686,125.0,16.8,120,53,5,62,Clear,Saturday,0,2,2.56,80,11,16,18,1,15
1265,2023-01-01 21:00:00,5,Naini Bridge,25.4088,81.8592,41.0,46.36,120,60,8,52,Clear,Sunday,1,0,0.74,24,3,4,10,1,21
6909,2023-01-05 19:00:00,9,MNNIT Gate,25.492,81.8639,85.0,29.06,120,58,3,59,Fog,Thursday,0,0,2.07,44,12,12,17,0,19
4928,2023-01-04 10:00:00,8,Jhunsi,25.4326,81.9061,243.0,23.29,120,76,5,39,Clear,Wednesday,0,0,4.32,152,20,18,53,0,10
2862,2023-01-02 23:40:00,2,Katra,25.455,81.8463,56.0,40.68,120,65,2,53,Clear,Monday,0,0,0.87,40,2,5,9,0,23
3029,2023-01-03 02:20:00,9,MNNIT Gate,25.492,81.8639,97.0,34.65,120,58,3,59,Clear,Tuesday,0,0,1.81,65,6,12,14,0,2
8386,2023-01-06 19:40:00,6,Allahabad Junction,25.4358,81.8307,246.0,24.34,120,81,5,34,Clear,Friday,0,0,5.39,130,32,25,59,0,19
6031,2023-01-05 04:30:00,1,Civil Lines,25.4486,81.8333,42.0,37.6,120,59,4,57,Light Rain,Thursday,0,0,0.82,25,4,4,9,0,4
1314,2023-01-01 21:50:00,4,Tagore Town,25.4675,81.8867,33.0,48.23,120,60,4,56,Clear,Sunday,1,0,0.78,18,4,5,6,1,21
8890,2023-01-07 04:00:00,10,Minto Park,25.4352,81.882,72.0,20.79,120,59,3,58,Clear,Saturday,0,4,1.2,48,3,8,13,1,4
3623,2023-01-03 12:20:00,3,Chowk,25.4314,81.8437,142.0,27.69,120,53,3,64,Heatwave,Tuesday,0,0,2.94,77,13,19,33,0,12
6006,2023-01-05 04:00:00,6,Allahabad Junction,25.4358,81.8307,74.0,39.36,120,58,4,58,Clear,Thursday,0,0,1.54,49,9,6,10,0,4
5864,2023-01-05 01:40:00,4,Tagore Town,25.4675,81.8867,48.0,37.55,120,60,4,56,Light Rain,Thursday,0,0,0.95,26,4,6,12,0,1
2330,2023-01-02 14:40:00,10,Minto Park,25.4352,81.882,114.0,32.49,120,62,6,52,Heatwave,Monday,0,0,2.4,68,14,10,22,0,14
9591,2023-01-07 15:50:00,1,Civil Lines,25.4486,81.8333,48.0,44.27,120,62,5,53,Clear,Saturday,0,0,1.14,19,7,6,16,1,15
6071,2023-01-05 05:10:00,1,Civil Lines,25.4486,81.8333,57.0,46.77,120,54,5,61,Clear,Thursday,0,0,1.17,32,6,6,13,0,5
9866,2023-01-07 20:20:00,6,Allahabad Junction,25.4358,81.8307,288.0,8.84,120,78,5,37,Fog,Saturday,0,2,5.83,168,28,32,60,1,20
7146,2023-01-05 23:00:00,6,Allahabad Junction,25.4358,81.8307,23.0,46.87,120,64,5,51,Light Rain,Thursday,0,0,0.61,15,4,3,1,0,23
7799,2023-01-06 09:50:00,9,MNNIT Gate,25.492,81.8639,183.0,28.04,120,68,3,49,Clear,Friday,0,0,3.77,108,24,12,39,0,9
4593,2023-01-04 04:30:00,3,Chowk,25.4314,81.8437,135.0,28.3,120,60,4,55,Heatwave,Wednesday,0,0,2.57,86,13,11,25,0,4
8226,2023-01-06 17:00:00,6,Allahabad Junction,25.4358,81.8307,220.0,22.93,120,88,4,28,Light Rain,Friday,0,0,4.05,140,19,18,43,0,17
9362,2023-01-07 12:00:00,2,Katra,25.455,81.8463,70.0,38.18,120,59,4,55,Clear,Saturday,0,0,1.44,42,7,8,13,1,12
7480,2023-01-06 04:30:00,10,Minto Park,25.4352,81.882,116.0,32.55,120,66,5,49,Clear,Friday,0,0,2.18,73,13,6,24,0,4
7557,2023-01-06 05:50:00,7,Phaphamau,25.4945,81.8686,149.0,27.96,120,61,4,55,Clear,Friday,0,0,3.17,87,19,13,30,0,5
9833,2023-01-07 19:50:00,3,Chowk,25.4314,81.8437,359.0,10.46,120,87,5,28,Clear,Saturday,0,2,7.63,202,38,44,75,1,19
3884,2023-01-03 16:40:00,4,Tagore Town,25.4675,81.8867,100.0,36.61,120,55,4,61,Clear,Tuesday,0,0,2.47,53,16,12,19,0,16
3247,2023-01-03 06:00:00,7,Phaphamau,25.4945,81.8686,105.0,36.94,120,59,4,57,Clear,Tuesday,0,0,1.92,67,8,10,20,0,6
9891,2023-01-07 20:50:00,1,Civil Lines,25.4486,81.8333,198.0,24.18,120,88,6,26,Clear,Saturday,0,0,4.22,112,25,18,43,1,20
828,2023-01-01 13:40:00,8,Jhunsi,25.4326,81.9061,4.0,57.41,120,58,5,57,Heatwave,Sunday,1,0,0.08,2,0,1,1,1,13
8155,2023-01-06 15:50:00,5,Naini Bridge,25.4088,81.8592,103.0,37.73,120,65,5,50,Clear,Friday,0,0,1.77,65,8,7,23,0,15
2585,2023-01-02 19:00:00,5,Naini Bridge,25.4088,81.8592,176.0,30.64,120,71,4,45,Clear,Monday,0,0,3.52,102,13,25,36,0,19
3328,2023-01-03 07:20:00,8,Jhunsi,25.4326,81.9061,244.0,19.66,120,82,6,32,Fog,Tuesday,0,0,4.68,146,18,30,50,0,7
8482,2023-01-06 21:20:00,2,Katra,25.455,81.8463,124.0,31.55,120,69,5,46,Clear,Friday,0,0,2.6,72,12,16,24,0,21
9370,2023-01-07 12:00:00,10,Minto Park,25.4352,81.882,52.0,44.25,120,63,5,52,Clear,Saturday,0,0,1.14,34,6,6,6,1,12
9552,2023-01-07 15:10:00,2,Katra,25.455,81.8463,81.0,43.02,120,58,6,56,Clear,Saturday,0,0,1.33,53,5,6,17,1,15
4630,2023-01-04 05:00:00,10,Minto Park,25.4352,81.882,68.0,31.06,120,67,6,47,Fog,Wednesday,0,0,1.42,46,8,6,8,0,5
6870,2023-01-05 18:20:00,10,Minto Park,25.4352,81.882,119.0,34.16,120,59,5,56,Clear,Thursday,0,0,2.19,71,11,11,28,0,18
4658,2023-01-04 05:30:00,8,Jhunsi,25.4326,81.9061,150.0,28.57,120,58,4,58,Heatwave,Wednesday,0,0,3.17,90,15,19,26,0,5
4268,2023-01-03 23:00:00,8,Jhunsi,25.4326,81.9061,81.0,33.38,120,61,7,52,Light Rain,Tuesday,0,0,1.61,48,8,8,17,0,23
3967,2023-01-03 18:00:00,7,Phaphamau,25.4945,81.8686,153.0,32.8,120,85,6,29,Clear,Tuesday,0,0,3.12,91,19,11,32,0,18
8877,2023-01-07 03:50:00,7,Phaphamau,25.4945,81.8686,82.0,32.42,120,67,4,49,Light Rain,Saturday,0,0,1.36,53,4,8,17,1,3
4595,2023-01-04 04:30:00,5,Naini Bridge,25.4088,81.8592,114.0,32.66,120,63,4,51,Heatwave,Wednesday,0,0,1.85,75,5,11,23,0,4
9635,2023-01-07 16:30:00,5,Naini Bridge,25.4088,81.8592,78.0,36.97,120,67,4,51,Clear,Saturday,0,0,1.48,51,5,10,12,1,16
9013,2023-01-07 06:10:00,3,Chowk,25.4314,81.8437,53.0,43.11,120,56,2,62,Clear,Saturday,0,0,0.88,31,1,8,13,1,6
1026,2023-01-01 17:00:00,6,Allahabad Junction,25.4358,81.8307,63.0,41.92,120,56,5,59,Clear,Sunday,1,0,1.2,44,6,5,8,1,17
1001,2023-01-01 16:40:00,1,Civil Lines,25.4486,81.8333,89.0,37.39,120,61,5,54,Clear,Sunday,1,1,1.47,59,4,9,17,1,16
7266,2023-01-06 01:00:00,6,Allahabad Junction,25.4358,81.8307,73.0,27.33,120,54,6,60,Heavy Rain,Friday,0,0,1.52,46,9,6,12,0,1
2555,2023-01-02 18:30:00,5,Naini Bridge,25.4088,81.8592,151.0,26.33,120,80,4,36,Light Rain,Monday,0,0,2.81,95,10,18,28,0,18
1269,2023-01-01 21:00:00,9,MNNIT Gate,25.492,81.8639,24.0,51.28,120,62,6,52,Clear,Sunday,1,0,0.34,14,0,3,7,1,21
7945,2023-01-06 12:20:00,5,Naini Bridge,25.4088,81.8592,113.0,32.35,120,59,3,58,Cold Wave,Friday,0,0,2.44,67,11,16,19,0,12
3701,2023-01-03 13:40:00,1,Civil Lines,25.4486,81.8333,100.0,35.75,120,65,7,48,Clear,Tuesday,0,0,2.09,63,10,12,15,0,13
4149,2023-01-03 21:00:00,9,MNNIT Gate,25.492,81.8639,69.0,39.46,120,61,5,54,Clear,Tuesday,0,0,1.44,39,9,5,16,0,21
5055,2023-01-04 12:10:00,5,Naini Bridge,25.4088,81.8592,111.0,36.24,120,53,5,62,Clear,Wednesday,0,0,2.47,58,12,16,25,0,12
1675,2023-01-02 03:50:00,5,Naini Bridge,25.4088,81.8592,107.0,28.47,120,60,6,54,Light Rain,Monday,0,0,2.51,59,15,13,20,0,3
1324,2023-01-01 22:00:00,4,Tagore Town,25.4675,81.8867,53.0,33.60973357553739,120,59,4,57,Clear,Sunday,1,0,1.1,32,6,5,10,1,22
4319,2023-01-03 23:50:00,9,MNNIT Gate,25.492,81.8639,87.0,36.03,120,62,4,54,Clear,Tuesday,0,0,1.5,56,6,7,18,0,23
916,2023-01-01 15:10:00,6,Allahabad Junction,25.4358,81.8307,28.0,48.67,120,62,5,53,Clear,Sunday,1,0,0.46,18,3,0,7,1,15
3485,2023-01-03 10:00:00,5,Naini Bridge,25.4088,81.8592,94.0,33.93,120,65,5,50,Light Rain,Tuesday,0,0,1.72,61,9,6,18,0,10
5183,2023-01-04 14:20:00,3,Chowk,25.4314,81.8437,91.0,35.4,120,59,5,56,Clear,Wednesday,0,0,1.75,54,10,6,21,0,14
8383,2023-01-06 19:40:00,3,Chowk,25.4314,81.8437,103.0,34.66,120,50,5,65,Clear,Friday,0,3,1.99,63,10,9,21,0,19
903,2023-01-01 15:00:00,3,Chowk,25.4314,81.8437,61.0,39.8,120,60,4,56,Clear,Sunday,1,0,0.99,41,2,7,11,1,15
4957,2023-01-04 10:30:00,7,Phaphamau,25.4945,81.8686,155.0,20.53,120,80,4,36,Heavy Rain,Wednesday,0,0,3.21,92,15,19,29,0,10
8113,2023-01-06 15:10:00,3,Chowk,25.4314,81.8437,140.0,32.35,120,63,3,54,Clear,Friday,0,3,2.99,78,17,14,31,0,15
10031,2023-01-07 23:10:00,1,Civil Lines,25.4486,81.8333,81.0,36.79,120,66,7,47,Clear,Saturday,0,0,1.41,57,6,6,12,1,23
2008,2023-01-02 09:20:00,8,Jhunsi,25.4326,81.9061,200.0,27.8,120,78,4,38,Clear,Monday,0,0,4.45,123,26,21,30,0,9
1707,2023-01-02 04:20:00,7,Phaphamau,25.4945,81.8686,120.0,30.56,120,57,5,58,Clear,Monday,0,0,2.42,75,14,9,22,0,4
5712,2023-01-04 23:10:00,2,Katra,25.455,81.8463,80.0,33.78,120,56,4,60,Heatwave,Wednesday,0,0,1.41,57,8,3,12,0,23
2432,2023-01-02 16:30:00,2,Katra,25.455,81.8463,94.0,25.57,120,63,5,61,Heavy Rain,Monday,0,0,1.83,57,12,4,21,0,16
2044,2023-01-02 10:00:00,4,Tagore Town,25.4675,81.8867,203.0,25.42,120,80,4,36,Clear,Monday,0,0,4.48,111,24,25,43,0,10
7272,2023-01-06 01:10:00,2,Katra,25.455,81.8463,62.0,40.45,120,60,3,57,Clear,Friday,0,0,1.33,37,7,7,11,0,1
5836,2023-01-05 01:10:00,6,Allahabad Junction,25.4358,81.8307,79.0,36.85,120,71,6,43,Clear,Thursday,0,0,1.7,47,9,9,14,0,1
9722,2023-01-07 18:00:00,2,Katra,25.455,81.8463,196.0,33.60973357553739,120,80,5,35,Clear,Saturday,0,0,3.73,117,14,24,41,1,18
780,2023-01-01 12:50:00,10,Minto Park,25.4352,81.882,81.0,41.71,120,56,7,57,Clear,Sunday,1,0,1.58,50,5,12,14,1,12
9547,2023-01-07 15:00:00,7,Phaphamau,25.4945,81.8686,105.0,29.97,120,57,6,57,Light Rain,Saturday,0,0,1.98,58,8,12,27,1,15
1353,2023-01-01 22:30:00,3,Chowk,25.4314,81.8437,64.0,36.4,120,54,6,60,Clear,Sunday,1,0,1.35,41,7,7,9,1,22
3681,2023-01-03 13:20:00,1,Civil Lines,25.4486,81.8333,116.0,29.94,120,63,4,53,Clear,Tuesday,0,0,2.47,71,18,5,22,0,13
4757,2023-01-04 07:10:00,7,Phaphamau,25.4945,81.8686,218.0,24.1,120,84,3,33,Heatwave,Wednesday,0,0,4.99,128,28,27,35,0,7
2155,2023-01-02 11:50:00,5,Naini Bridge,25.4088,81.8592,73.0,36.01,120,57,4,59,Cold Wave,Monday,0,0,1.23,45,6,4,18,0,11
5209,2023-01-04 14:40:00,9,MNNIT Gate,25.492,81.8639,121.0,31.71,120,56,4,60,Heatwave,Wednesday,0,0,2.45,70,14,10,27,0,14
4421,2023-01-04 01:40:00,1,Civil Lines,25.4486,81.8333,54.0,37.8,120,51,5,64,Light Rain,Wednesday,0,0,0.89,35,4,3,12,0,1
3494,2023-01-03 10:10:00,4,Tagore Town,25.4675,81.8867,240.0,22.7,120,75,6,39,Clear,Tuesday,0,0,5.34,145,30,27,38,0,10
9030,2023-01-07 06:20:00,10,Minto Park,25.4352,81.882,101.0,35.08,120,59,3,58,Clear,Saturday,0,0,1.97,63,10,9,19,1,6
3060,2023-01-03 02:50:00,10,Minto Park,25.4352,81.882,220.0,12.67,120,77,4,39,Cold Wave,Tuesday,0,4,4.47,135,21,25,39,0,2
4135,2023-01-03 20:50:00,5,Naini Bridge,25.4088,81.8592,163.0,26.66,120,75,5,40,Clear,Tuesday,0,0,3.46,97,15,23,28,0,20
6612,2023-01-05 14:10:00,2,Katra,25.455,81.8463,61.0,38.08,120,67,5,48,Cold Wave,Thursday,0,0,1.5,37,9,8,7,0,14
6757,2023-01-05 16:30:00,7,Phaphamau,25.4945,81.8686,57.0,39.92,120,54,4,62,Clear,Thursday,0,0,0.86,37,0,8,12,0,16
3584,2023-01-03 11:40:00,4,Tagore Town,25.4675,81.8867,91.0,32.28,120,59,4,57,Light Rain,Tuesday,0,0,1.8,48,6,14,23,0,11
837,2023-01-01 13:50:00,7,Phaphamau,25.4945,81.8686,58.0,34.24,120,64,5,51,Fog,Sunday,1,0,1.13,31,6,5,16,1,13
2376,2023-01-02 15:30:00,6,Allahabad Junction,25.4358,81.8307,108.0,32.65,120,59,4,57,Clear,Monday,0,0,2.47,58,13,15,22,0,15
1349,2023-01-01 22:20:00,9,MNNIT Gate,25.492,81.8639,63.0,39.91,120,62,4,54,Clear,Sunday,1,0,1.27,40,6,7,10,1,22
723,2023-01-01 12:00:00,3,Chowk,25.4314,81.8437,55.0,44.15,120,59,4,57,Clear,Sunday,1,0,0.95,29,5,3,18,1,12
8353,2023-01-06 19:10:00,3,Chowk,25.4314,81.8437,285.0,22.41,120,78,5,37,Clear,Friday,0,3,5.5,182,26,27,50,0,19
6976,2023-01-05 20:10:00,6,Allahabad Junction,25.4358,81.8307,110.0,28.3,120,55,5,60,Fog,Thursday,0,0,2.57,55,15,14,26,0,20
1855,2023-01-02 06:50:00,5,Naini Bridge,25.4088,81.8592,101.0,33.11,120,50,4,66,Clear,Monday,0,0,2.13,57,12,10,22,0,6
2379,2023-01-02 15:30:00,9,MNNIT Gate,25.492,81.8639,122.0,30.16,120,61,6,53,Clear,Monday,0,0,2.18,70,13,5,34,0,15
3916,2023-01-03 17:10:00,6,Allahabad Junction,25.4358,81.8307,175.0,28.6,120,83,4,33,Clear,Tuesday,0,0,3.92,101,21,22,31,0,17
9792,2023-01-07 19:10:00,2,Katra,25.455,81.8463,93.0,33.1,120,63,3,54,Clear,Saturday,0,0,1.9,45,8,13,27,1,19
5528,2023-01-04 20:00:00,8,Jhunsi,25.4326,81.9061,252.0,22.1,120,83,5,32,Clear,Wednesday,0,0,5.03,157,23,28,44,0,20
9142,2023-01-07 08:20:00,2,Katra,25.455,81.8463,141.0,30.15,120,61,4,55,Clear,Saturday,0,0,2.59,90,15,7,29,1,8
8740,2023-01-07 01:30:00,10,Minto Park,25.4352,81.882,57.0,25.7,120,58,5,57,Heavy Rain,Saturday,0,0,1.26,30,10,2,15,1,1
8992,2023-01-07 05:50:00,2,Katra,25.455,81.8463,59.0,40.95,120,57,4,59,Clear,Saturday,0,0,1.35,35,9,5,10,1,5
8115,2023-01-06 15:10:00,5,Naini Bridge,25.4088,81.8592,112.0,35.78,120,57,4,59,Clear,Friday,0,0,1.85,75,9,5,23,0,15
7301,2023-01-06 01:40:00,1,Civil Lines,25.4486,81.8333,92.0,39.09,120,59,4,57,Clear,Friday,0,0,2.11,51,11,13,17,0,1
8733,2023-01-07 01:30:00,3,Chowk,25.4314,81.8437,79.0,26.8,120,55,3,62,Heavy Rain,Saturday,0,0,1.41,54,7,5,13,1,1
295,2023-01-01 04:50:00,5,Naini Bridge,25.4088,81.8592,73.0,34.54,120,58,5,57,Heatwave,Sunday,1,0,1.61,44,9,8,12,1,4
548,2023-01-01 09:00:00,8,Jhunsi,25.4326,81.9061,81.0,33.42,120,61,6,53,Clear,Sunday,1,0,1.81,50,9,11,11,1,9
4790,2023-01-04 07:40:00,10,Minto Park,25.4352,81.882,259.0,23.55,120,79,5,36,Clear,Wednesday,0,0,2.2214169215086645,140,29,31,59,0,7
5402,2023-01-04 18:00:00,2,Katra,25.455,81.8463,167.0,24.08,120,78,5,37,Fog,Wednesday,0,0,3.34,96,18,15,38,0,18
10073,2023-01-07 23:50:00,3,Chowk,25.4314,81.8437,121.0,31.9,120,57,4,59,Cold Wave,Saturday,0,0,2.54,70,16,9,26,1,23
3170,2023-01-03 04:40:00,10,Minto Park,25.4352,81.882,196.0,13.94,120,76,2,42,Clear,Tuesday,0,4,3.66,129,12,25,30,0,4
9438,2023-01-07 13:10:00,8,Jhunsi,25.4326,81.9061,74.0,39.85,120,60,4,56,Clear,Saturday,0,0,1.83,43,11,10,10,1,13
7297,2023-01-06 01:30:00,7,Phaphamau,25.4945,81.8686,81.0,26.42,120,59,5,56,Heavy Rain,Friday,0,0,1.53,50,8,6,17,0,1
5819,2023-01-05 00:50:00,9,MNNIT Gate,25.492,81.8639,47.0,43.55,120,59,6,55,Clear,Thursday,0,0,0.85,24,4,4,15,0,0
360,2023-01-01 05:50:00,10,Minto Park,25.4352,81.882,35.0,42.69,120,55,4,61,Fog,Sunday,1,0,0.47,22,1,2,10,1,5
2668,2023-01-02 20:20:00,8,Jhunsi,25.4326,81.9061,156.0,28.99,120,85,3,32,Heatwave,Monday,0,0,3.43,88,17,21,30,0,20
2799,2023-01-02 22:30:00,9,MNNIT Gate,25.492,81.8639,100.0,33.97,120,61,5,54,Clear,Monday,0,0,1.99,65,9,11,15,0,22
8589,2023-01-06 23:00:00,9,MNNIT Gate,25.492,81.8639,84.0,37.11,120,63,3,60,Clear,Friday,0,0,1.31,48,7,2,27,0,23
